howdy 10-24-40sUser36,Other
hi 10-24-40sUser36,Other
Hi 10-24-40sUser36,Other
yw ,Statement
me ??,ynQuestion
AFK,Other
let's ask george clooney,Statement
well maybe lmao ,Statement
ouch ,Statement
of course gomer,Statement
george clooney ohhhhhhhhhhhhhhhh,Statement
shore is lots a purty wimmins tho lol,Statement
yes dear ,Other
JOIN,Other
haha,Other
have u seen Mary ,ynQuestion
hii 10-24-40sUser37,Other
hiya 10-24-40sUser37,Other
PART,Other
hi 10-24-40sUser37,Other
JOIN,Other
"wb 10-24-40sUser37 ,,",Other
mary? ,whQuestion
hi 10-24-40sUser19,Other
hi 10-24-40sUser37,Other
hiya 10-24-40sUser37,Other
hi 10-24-40sUser37,Other
hi 10-24-40sUser37,Other
hi 10-24-40sUser13,Other
:) hi 10-24-40sUser6,Other
10-24-40sUser12?,ynQuestion
hiya 10-24-40sUser37!,Other
.ACTION  blinks .,Other
the other female that was there beside 10-24-40sUser172 and kissy ,Statement
hiya 10-24-40sUser33,Other
howdy 10-24-40sUser37,Other
lol,Other
ty 10-24-40sUser24,Statement
2,Other
welcome ,Other
yes 10-24-40sUser19 ,Other
JOIN,Other
oh okies nawp aint seen her lol,Other
hi 10-24-40sUser34,Other
oops,Statement
howdy 10-24-40sUser38,Other
nothing only cheking,Statement
da gal in da green shirt mary???,ynQuestion
hey 10-24-40sUser16,Other
hehehehe,Other
lmao,Other
hahahaha more like 7 ,Statement
PART,Other
if u see her get her addy and fwd dem pics plz,Statement
hiya 10-24-40sUser34 didn't see ya...hugggs,Other
sho will ,Statement
hi 10-24-40sUser35,Other
((((((((((((((((((((10-24-40sUser34_))))))))))))))))))))))))))))))),Other
hey 10-24-40sUser27,Other
"The sun is shining across long lake and I have come to be with you ,,",Statement
ol green gal been askin bout yas 10-24-40sUser12 hahaha,Statement
hi 10-24-40sUser6 huggss ,Other
hi 10-24-40sUser12 hugss,Other
hi 10-24-40sUser14,Other
hi 10-24-40sUser10,Other
10-24-40sUser24 are you romantic today?,ynQuestion
JOIN,Other
10-24-40sUser6 ... 10-24-40sUser37 is hurting today if you know what I mean ,Statement
.ACTION shups an watches.....kinda.,Other
JOIN,Other
isn't everyone romantic everyday?,ynQuestion
.ACTION looks at the guest lists and realises there must be a back room in here.,Other
howdy 10-24-40sUser39,Other
<---------- waves bye to the room ((((((((( ROOM )))))))))))) ,Other
hi 10-24-40sUser40 ,Other
hi 10-24-40sUser16,Other
"yep 10-24-40sUser19 ,,sigh sigh lol ",Other
hi 10-24-40sUser39 and 10-24-40sUser40,Other
JOIN,Other
im so sweet LOL,Statement
.ACTION checks sumpin.,Other
bye 10-24-40sUser26,Other
bye 10-24-40sUser26,Other
10-24-40sUser41 ,Statement
byeeeeeeee bye,Other
hi 10-24-40sUser40,Other
bye 10-24-40sUser10,Other
tc 10-24-40sUser26 ,Other
lmao 10-24-40sUser34.....good!!!!...shhhh don't tell him I said that lol,Other
tc 10-24-40sUser26,Other
hi 10-24-40sUser19,Other
bye 10-24-40sUser33,Other
hi 10-24-40sUser41,Other
ello,Other
bye 10-24-40sUser26,Other
i think everyone is in the backroom 10-24-40sUser33,Statement
bye 10-24-40sUser21,Other
wb 10-24-40sUser41,Other
hi 10-24-40sUser41,Other
bye 10-24-40sUser14,Other
I'm not in the back room!,Other
hey 10-24-40sUser39 hugs,Other
that is good 10-24-40sUser24,Other
ty,Statement
grrrrrrrr...phone.....,Statement
lol 10-24-40sUser6,Other
10-24-40sUser1 I thought u were,Statement
heyy 10-24-40sUser37  hiya ,Other
bye 10-24-40sUser13,Other
bye 10-24-40sUser28,Other
hii 10-24-40sUser41,Other
((((((((((((((((((((((((((10-24-40sUser39))))))))))))))))))))),Other
bye 10-24-40sUser26,Other
".ACTION caint find a back room, or attic.....or nuttin lmao.",Other
secret room,Statement
Hi 10-24-40sUser37,Other
<is right here,Statement
hugsssssssss,Other
byeee 10-24-40sUser26 hugs,Other
hi 10-24-40sUser34,Other
"Everytime I try to tell you ,,,seems the words slip my mind and I fall deeper and deeper ,,,",Statement
hi 10-24-40sUser12,Other
pssst 10-24-40sUser16 open your eyes and you might ,Statement
hello10-24-40sUser20,Other
PART,Other
alzheimers?,ynQuestion
10-24-40sUser34...how is 10-24-40sUser37?,whQuestion
hi 10-24-40sUser28,Other
Hi 10-24-40sUser41,Other
who has alzheimers?,whQuestion
lmao 10-24-40sUser6....was waitin fir ya to lead me lol,Statement
10-24-40sUser24,Statement
10-24-40sUser16 mite could,Statement
i don't recall - lmao,Statement
busy busy busy ... out in the woods today,Statement
hahaha,Other
lol lol ,Other
"lol, 10-24-40sUser33",Other
"10-24-40sUser41 ,,,,",Statement
JOIN,Other
ello,Other
hi 10-24-40sUser42,Other
wb 10-24-40sUser42,Other
hiya 10-24-40sUser42,Other
he might not neither 10-24-40sUser35 lol,Statement
what's he doing in the woods 10-24-40sUser34 ?,whQuestion
wb 10-24-40sUser42,Other
hi 10-24-40sUser42,Other
"out in the woods, i hear dueling banjoes lol",Other
wb 10-24-40sUser42 if you're really back lol ,Other
JOIN,Other
lmao 10-24-40sUser16,Other
"pleased to meet you, hope you guess my name",Statement
howdy 10-24-40sUser43,Other
ty everyone,Statement
deliverance,Statement
hi,Other
10-24-40sUser37 is prolly out there crying cause the Tigers lost lastnight lol,Statement
hi 10-24-40sUser43,Other
sympathy,Statement
cutting  wood to build his new outhouse lol ,Statement
hi,Other
10-24-40sUser21 may i pm yu,ynQuestion
lol 10-24-40sUser41,Other
hi 10-24-40sUser43,Other
lol,Other
lmao ,Other
"10-24-40sUser24, 10-24-40sUser41 don't like to be romantic because the other day was romantic and at the end he knew was romantic with a man",Statement
say no,Statement
lol 10-24-40sUser34,Other
lol,Other
go Cardinals!!,Statement
yay,Other
"good lord 10-24-40sUser42, how long have you known me ? lol ",whQuestion
of course you can ,Other
you got it 10-24-40sUser35,Other
really 10-24-40sUser19? hahahahaaa ,ynQuestion
lol 10-24-40sUser6 he said this morning he is going to stay away till this painful  experience is over ,Statement
10-24-40sUser35 even gezzz,Other
yep 10-24-40sUser33,Other
lol,Other
lol 10-24-40sUser6,Other
did 10-24-40sUser19 just call me gay?,ynQuestion
lmao 10-24-40sUser41,Other
10-24-40sUser19 hahhahahaha,Other
noooooooooo 10-24-40sUser41,Other
who is gay?,whQuestion
eeeek,Other
gay as in happy 10-24-40sUser41 lol lol ,Statement
actually she called u a gay cat 10-24-40sUser41,Statement
lmao 10-24-40sUser34....tell him they are gonna lose again ,Statement
"was a mistake, that's all",Statement
PART,Other
"<---not gay, not even happy today",Statement
he is hoping they win tonight ,Statement
im gay.......im happy as hell......jus aint #### lol,Statement
"10-24-40sUser42, make it quick though, i have to go pick robbie up in about five minutes ",Statement
lol 10-24-40sUser16,Other
a gay p  u s s y yikes ,Statement
Cards gonna win....,Statement
lol,Other
u bet 10-24-40sUser6,Statement
"omg, that is just wrong",Statement
lmao ,Other
lol,Other
omg,Other
.ACTION dont thank them weird folks orta git the good names like gay.,Other
JOIN,Other
howdy 10-24-40sUser44,Other
I figured I will cheer for whoever wins .. its a win win situation for me,Statement
wb 10-24-40sUser44,Other
hiya 10-24-40sUser44,Other
pours 10-24-40sUser44 some coffee,Statement
hi 10-24-40sUser44,Other
hi 10-24-40sUser44,Other
sell  your   soul,Statement
hi 10-24-40sUser44,Other
hiiii my favorite 10-24-40sUser25 (10-24-40sUser44),Other
hi 10-24-40sUser44!,Other
brb,Other
"tried 10-24-40sUser41, no one will buy it",Statement
lol hi everyone,Other
has to go for my homeboys 10-24-40sUser34 lol,Other
10-24-40sUser13 try ebay,Statement
always so nice to coem in,Statement
ol albert pujols iz a hottie like 10-24-40sUser12 ,Statement
or come,Other
haha,Other
"did, no takers",Statement
damn,Other
knows what everyone gets 10-24-40sUser44 for x-mas,Statement
lol well they were only adoted homeboys for me 10-24-40sUser6 only lived near st louis for 5 years .... ,Statement
.ACTION goes to find an empty pot .... and where is my cup again .,Other
adopted,Other
i'll giva ya 1.98,Statement
JOIN,Other
"why didnt ya say so 10-24-40sUser27, here ya go",whQuestion
cups in da alley 10-24-40sUser27,Statement
hi,Other
hi 10-24-40sUser45,Other
hi 10-24-40sUser45,Other
hi 10-24-40sUser45,Other
Hi 10-24-40sUser45,Other
hi 10-24-40sUser45,Other
JOIN,Other
lived in st louis for a year....but Mo all my life until this last year,Statement
best offer in a while,Statement
hi 10-24-40sUser45,Other
howdy 10-24-40sUser46,Other
hi 10-24-40sUser46 ,Other
hi 10-24-40sUser46,Other
hi 10-24-40sUser46,Other
hiya 10-24-40sUser45,Other
hiya 10-24-40sUser46,Other
"gotta go pick up hubby, bbs ",Other
"no profile no pm, thats my rule",Statement
does that make you a redneck?,ynQuestion
tc 10-24-40sUser21,Other
PART,Other
good rule,Statement
JOIN,Other
gonna fly here . hugss all ,Other
Hi Everyone !!!   How is everyone today !!!!,Other
hi 10-24-40sUser46,Other
what if its Tim mcgraw 10-24-40sUser13??,whQuestion
"who is albert pujols , 10-24-40sUser35",whQuestion
10-24-40sUser41 you calling me a redneck?,ynQuestion
.ACTION goes to the corner an plays wif himself......er....by himself.,Other
hi 10-24-40sUser46,Other
PART,Other
howdy 10-24-40sUser47,Other
hi 10-24-40sUser47,Other
(((10-24-40sUser34)))),Other
hi 10-24-40sUser46,Other
"no,, i was errrrr askin",Other
who is a redneck?,whQuestion
hi 10-24-40sUser16,Other
ball player fer da st louis cardinals ,Statement
lol 10-24-40sUser41,Other
hi 10-24-40sUser19,Other
"no topless pic, no pm",Statement
i see,Statement
<<<<redneck country hick,Statement
brb,Other
redneck city hick ,Statement
PART,Other
"oh good, 10-24-40sUser41, I don;t hafta worry about you then",Statement
looks like we got the bases covered 10-24-40sUser12 lol,Statement
gets called a hick everyday by a special person...so its ok lol,Statement
oh?,ynQuestion
queen of da doublewide redneck,Statement
.ACTION comes back from the ally with 1/2 drunk bottle of cheep wine.,Other
.ACTION:. swats 10-24-40sUser27's big toe with a razor sharp mouse pad!,Other
JOIN,Other
you know you're a redneck when....,Statement
howdy 10-24-40sUser48,Other
hi 10-24-40sUser48,Other
hi 10-24-40sUser48,Other
JOIN,Other
"eeewww 10-24-40sUser27, you got smacked",Statement
PART,Other
10-24-40sUser49,Statement
ya find a truck in the yard when ya mowin?,ynQuestion
JOIN,Other
:10-24-40sUser50!10-24-40sUser50@10-24-40sUser50 MODE #40sPlus +o 10-24-40sUser50,Other
hi all,Other
hi 10-24-40sUser48 and 10-24-40sUser49,Other
wb 10-24-40sUser50,Other
hi 10-24-40sUser48,Other
hi 10-24-40sUser48,Other
Hi 10-24-40sUser49,Other
10-24-40sUser50 hiii,Other
thanks 10-24-40sUser16,Statement
10-24-40sUser50,Statement
yw,Statement
lol do know how er why lol,ynQuestion
hi 10-24-40sUser50,Other
<<<<<<<<<<<<<< bar fighter lol,Statement
hi 10-24-40sUser19:-),Other
wb 10-24-40sUser50,Other
hey 10-24-40sUser50,Other
hi 10-24-40sUser14,Other
Hi 10-24-40sUser50,Other
thanks 10-24-40sUser6,Statement
hahah 10-24-40sUser12 ..true story,Statement
you are 10-24-40sUser12??,ynQuestion
hi 10-24-40sUser35,Other
ask 10-24-40sUser35 ,Statement
hi 10-24-40sUser20,Other
.ACTION just thinks his # was up.,Other
:) hi 10-24-40sUser50,Other
 ;-) ,Other
who is 10-24-40sUser12?,whQuestion
hi 10-24-40sUser49...?,Other
hi 10-24-40sUser33:-),Other
you got in on that fight here in kansas?,ynQuestion
is 10-24-40sUser12 ,Statement
not me,Statement
sho enuff iz,Statement
sure did ,Other
"lol, god so confused",Other
who is Judy,whQuestion
!deop,Other
biggest bar fight I ever did see,Statement
:10-24-40sUser0!10-24-40sUser0@10-24-40sUser0 MODE #40sPlus -o 10-24-40sUser50,Other
JOIN,Other
lol 10-24-40sUser41,Other
hi 10-24-40sUser51,Other
howdy 10-24-40sUser51,Other
hi 10-24-40sUser51,Other
hii 10-24-40sUser51,Other
cleared the bar lol,Statement
hi 10-24-40sUser51,Other
hi 10-24-40sUser50 one,Other
hi everyone,Other
lmao,Other
hiya 10-24-40sUser41,Other
tries to stay out of barfights lol,Statement
hi 10-24-40sUser51,Other
Hi 10-24-40sUser51,Other
it came to me ,Statement
dang it.......yall quit movin so much.......ima tryin ta perv here,Statement
had to call national guard in,Statement
lol ,Other
PART,Other
lol,Other
sheesh,Other
"not that bad , 10-24-40sUser35 ",ynQuestion
didn't they have a good bouncer???,ynQuestion
lol 10-24-40sUser16,Other
"10-24-40sUser16, who you sheesin?",whQuestion
close but no not dat bad,Other
;) 10-24-40sUser19,Other
PART,Other
bbl cyas yall,Other
PART,Other
JOIN,Other
took care of the bouncers ,Statement
me prolly 10-24-40sUser13.....dont git in much trouble that way lol,Statement
lol,Other
they n ever seen it com ing ,Other
"ok, didnt know you were pervin, will pay attention 10-24-40sUser16",Statement
hi 10-24-40sUser52,Other
10-24-40sUser52 - hey grrl,Other
wb 10-24-40sUser52,Other
PART,Other
hii 10-24-40sUser52,Other
lmao 10-24-40sUser13,Other
heya 10-24-40sUser14!,Other
10-24-40sUser52,Statement
(((((((((((((((10-24-40sUser52))))))))))))))))))),Other
10-24-40sUser33 heyyyyy!,Other
wb 10-24-40sUser52,Other
who's pervin and who they pervin?,whQuestion
thanks 10-24-40sUser3!,Statement
Hi 10-24-40sUser52,Other
hi 10-24-40sUser52,Other
never pervs...,Statement
is sorta lost,Statement
hello 10-24-40sUser19!,Other
i is......an you 10-24-40sUser50....of course,Statement
cough cough 10-24-40sUser6 ,Statement
a perv? where? when? the name,whQuestion
ME??,ynQuestion
shup 10-24-40sUser12,Statement
thanks 10-24-40sUser6!,Statement
lol,Other
why shore,Other
can't keep up to perv,Statement
lol 10-24-40sUser19,Other
heya 10-24-40sUser20!,Other
for say hello,Statement
did I fall asleep or something?,ynQuestion
JOIN,Other
PART,Other
JOIN,Other
I mean,Statement
"wishes 10-24-40sUser16 would perv in the main room, cause I cant read it and a pm tooo",Statement
lol,Other
wb 10-24-40sUser53,Other
heya 10-24-40sUser50:),Other
wb 10-24-40sUser53,Other
i was gonna pm me tho.......an the nic kep a jumpin around,Statement
welcome back 10-24-40sUser53,Other
look what the cat dragged in,Statement
ty 10-24-40sUser6,Statement
hi 10-24-40sUser54,Other
wb 10-24-40sUser53,Other
lmao 10-24-40sUser13,Other
yw,Statement
ty 10-24-40sUser20,Statement
hi 10-24-40sUser53  >:-> ,Other
wb 10-24-40sUser53,Other
hi everyone,Other
ty 10-24-40sUser50 one,Statement
can you hear me now?,ynQuestion
hi 10-24-40sUser54,Other
 :-) ,Other
hiya 10-24-40sUser33,Other
10-24-40sUser53?,ynQuestion
yw,Statement
hehehehe 10-24-40sUser3,Other
ty 10-24-40sUser16,Statement
10-24-40sUser41,Statement
:),Other
10-24-40sUser16?,whQuestion
:) 10-24-40sUser19,Other
lol,Other
hiya 10-24-40sUser52,Other
JOIN,Other
wtf is a 10-24-40sUser16 ??,whQuestion
will you take over the room pervin fir a minute so's i can try ta git in trouble fir pm'n?,ynQuestion
"ok, 10-24-40sUser16, Im ready, goooooo",Statement
"can you hear me now""?",ynQuestion
wb 10-24-40sUser37,Other
heya 10-24-40sUser53 1,Other
lmao 10-24-40sUser13.......ya shore?,ynQuestion
ok Im home sick so I baked cookies..........anyone want a choc/chip/butterscotch chip oatmeal cookie?,ynQuestion
"ohh poorrr 10-24-40sUser41, nobody pay attention to him",Statement
wb 10-24-40sUser37 :-),Other
wb 10-24-40sUser37,Other
lol,Other
"lol, yup",Other
go,Statement
PART,Other
"sure, put your crap on my shoulders to bear...or bare as the case may be",Statement
hi 10-24-40sUser28,Other
mmmm oatmel here!!,Other
hi 10-24-40sUser41,Other
hi 10-24-40sUser44,Other
 :-) ,Other
PART,Other
nooooo they are all mixed together,Other
"10-24-40sUser53, wher you been?",whQuestion
you jus hopin fir bare handy.......but i aint that lucky lol,Statement
and I made peanut butter ones too,Statement
good lord 10-24-40sUser50 - did ya thrown in some coconuts and a bag of jujubees too?,ynQuestion
"awww, 10-24-40sUser41 dont be mad?",Statement
PART,Other
yummy,Statement
doing 10-24-40sUser16 from another room 10-24-40sUser13,Statement
still here 10-24-40sUser50,Statement
JOIN,Other
hahahhahah nope not this time 10-24-40sUser33,Other
grrrrrrrrrrrrrrrrr,Other
"waiting for 10-24-40sUser16 to start, tapping her foot",Statement
hahah 10-24-40sUser37 hold on to something lol,Statement
.ACTION looks at 10-24-40sUser13.,Other
hands 10-24-40sUser3 a cookie,Statement
PART,Other
PART,Other
shivers,Statement
"10-24-40sUser52, where ya been all my life for the last hour?",whQuestion
whoo hooooo,Other
why is 10-24-40sUser37 grrrrrring?,whQuestion
ya dint send me that nakie pic yet 10-24-40sUser13 lol,Statement
t'anks tableof10-24-40sUser50,Statement
you need naked?,ynQuestion
hiya 10-24-40sUser53,Other
 :-) ,Other
man,Statement
"10-24-40sUser37, one hour ago I said Hello to you",Statement
nap time cya,Other
damn puter,Statement
i think he bounced,Statement
well..........i like it lmao,Statement
hey there 10-24-40sUser28,Other
lol,Other
yikesssss,Other
PART,Other
kicks 10-24-40sUser37s computer,Statement
10-24-40sUser28! nice to see u at a decent hour,Statement
lmao@10-24-40sUser53,Other
lol,Other
hi 10-24-40sUser19    for the 2nd time ;),Other
"well just make something up, pretend Im naked",Statement
PART,Other
 ;-) ,Other
"omg, did I say that?",ynQuestion
alreadyhave 10-24-40sUser13...lol,Statement
<empty>,Other
lmao,Other
with that apron thingy,Statement
wow 10-24-40sUser3,Other
"oh yeah, forgot about that",Statement
hello 10-24-40sUser8,Other
"I was a contented homosexual till I met 10-24-40sUser52, now I doubt my sexuality",Statement
"hahah 10-24-40sUser33 thank you,  have taken the comp over to stop the kids getting in touch with friends for the night",Statement
oh shoot - got to run,Statement
already did that 10-24-40sUser50,Statement
naked? who is naked? where?,whQuestion
lol,Other
ohhhhhh ,Statement
lol 10-24-40sUser28 good for you,Statement
lol (all the time lost),Statement
bye,Other
PART,Other
that is for to be in the office,Statement
PART,Other
"wonders if 10-24-40sUser16 is full of hot air, perv, huh",Statement
JOIN,Other
hi 10-24-40sUser55,Other
office chatting...yes tend to get lost 10-24-40sUser19...or a lil lost...or something,Statement
hi 10-24-40sUser55,Other
would vote for full of hot air,Statement
hi 10-24-40sUser55,Other
lol pay,Other
"lol, 10-24-40sUser50",Other
hi 10-24-40sUser28,Other
10-24-40sUser3,Statement
hi 10-24-40sUser19,Other
lol,Other
hi 10-24-40sUser14,Other
lol no need to pay,Statement
hiya 10-24-40sUser55,Other
"I was full  of hot air,  then I passed it...ewwwwwww",Statement
PART,Other
g'day 10-24-40sUser6,Other
"sits down and waits for the perving to begin, la la la la la",Statement
sprays the lysol,Statement
the perv is here again?,ynQuestion
JOIN,Other
"gotta stand up with the apron on, 10-24-40sUser13",Statement
uffff,Other
hiya 10-24-40sUser56,Other
hiii 10-24-40sUser56,Other
PART,Other
"lol, no mystery then 10-24-40sUser3",Statement
quiet in here,Statement
lol a bit...but not much 10-24-40sUser13...lol,Statement
hi there everyone,Other
"crosses her legs, paints her toenails, la la la",Statement
hi 10-24-40sUser1,Other
.ACTION watches 10-24-40sUser13.,Other
10-24-40sUser56 hi there,Other
if anyone ever uses frozen veg to help with bruises and swelling DONT they become great weapons too,Statement
lol 10-24-40sUser13,Other
"10-24-40sUser19 , will be there next weekend",Statement
thinks......wow great legs,Statement
hi 10-24-40sUser50,Other
"i'm on lunch, whats on the menu today?",whQuestion
winks at 10-24-40sUser1,Statement
.ACTION winks at 10-24-40sUser13.,Other
ok 10-24-40sUser12 tell the the time,Statement
PART,Other
will send the infor ,Statement
JOIN,Other
at what time,whQuestion
"10-24-40sUser50, as an elected official of this room, that means ya gotta work for your constituents....demand 10-24-40sUser52 to accept my hand in lust",Statement
"shivers, ooooooo",Statement
ok,Other
hiya 10-24-40sUser57 hugggs,Other
hugs 10-24-40sUser6,Other
.ACTION nods.,Other
10-24-40sUser57 hiiii,Other
(((((((((((((((((10-24-40sUser57)))))))))))))))))))))),Other
I have a problem with people PMing me to lol,Statement
JOIN,Other
JOIN,Other
JOIN,Other
PART,Other
JOIN,Other
JOIN,Other
who comes here really just to ask someone where they live and wont stop when i say maybe later,whQuestion
not me,Statement
PART,Other
JOIN,Other
PART,Other
PART,Other
JOIN,Other
.ACTION .Liam's .13cute.-ass MP3 player. This is what I'm listening to; ..As I Lay Dying - The Truth of My Perception...,Other
.ACTION this song has been played .13 1 times.. .this song lasts06. minutes/seconds. it's my Music.,Other
hi,Other
JOIN,Other
PART,Other
JOIN,Other
lol,Other
maybe he was a gay rapest,Statement
hello room whats up,Other
no offence against the gay,Statement
JOIN,Other
19 m canada ladies pm if interested...,Statement
I heart gay people,Statement
well i guess ill leave,Statement
PART,Other
JOIN,Other
But I'm not gay lol,Statement
gay people are cool,Statement
homophobic?,ynQuestion
HEY 10-26-teensUser86. INTERESTING NAME,Other
PART,Other
thank you,Statement
PART,Other
i have nothing against them ether. this person kept saying he was male and wanted to know where i lived,Statement
lol,Other
hey ladies,Other
I get that alot,Statement
like that guy,Statement
PART,Other
JOIN,Other
hey 10-26-teensUser86. interesting name,Other
bout once a day someone thinks im female by name,Statement
somebody go and chat with me,Statement
JOIN,Other
PART,Other
JOIN,Other
PART,Other
JOIN,Other
PART,Other
PART,Other
PART,Other
thank you once more 10-26-teensUser85,Statement
Your name looks male to me,Statement
My friend had a horse name 10-26-teensUser86,Statement
lol,Other
donno why people think im female,Statement
JOIN,Other
*dreaming,Statement
.ACTION shrugs.,Other
i like it,Statement
anybody in michigan or toledo,ynQuestion
I do too,Other
JOIN,Other
PART,Other
JOIN,Other
"what do you like, 10-26-teensUser86?",whQuestion
Hey everyone,Other
PART,Other
.ACTION .Liam's .13cute.-ass MP3 player. This is what I'm listening to; ..The Offspring - Come Out Swinging...,Other
.ACTION this song has been played .13 0 times.. .this song lasts47. minutes/seconds. it's my Music.,Other
Whats going on in this room?,whQuestion
.ACTION sits on the couch but completly misses it and hits the floor.,Other
reading writing and music,Statement
specalily love the music,Statement
JOIN,Other
......man my spelling sucks today,Statement
PART,Other
mine too,Statement
music's good. dancing's even better,Statement
My spelling sucks everyday,Statement
PART,Other
Same here,Other
PART,Other
so dont feel too bad dreaming,Statement
i cant dance. im horriable at it,Statement
lol me too,Statement
two left feet? what kinda music you into?,whQuestion
PART,Other
PART,Other
rock mostly but i'll listen to anything if its good,Statement
Hey has anybody in here seen how Kellogs is giving away free xbox 360 minigames with their cereals?,ynQuestion
PART,Other
my splelnig scuk yet you can raed it aynawy,Statement
heard of sevendust before?,ynQuestion
and has anybody actually played them?,ynQuestion
JOIN,Other
I've never had an xbox lol,Statement
i think so actually,Other
.*sigur ros - The Nothing Song.mp3 .(..(.vMp3 v1.7.4.).),Statement
JOIN,Other
JOIN,Other
i dont like xbox. their huge controll make my hand cramp up,Statement
PART,Other
10-26-teensUser66 you dont need to own an xbox they are handheld games,Statement
any girls wanna chat? pm me,ynQuestion
controllers*,Other
PART,Other
PART,Other
PART,Other
JOIN,Other
JOIN,Other
JOIN,Other
:10-26-teensUser96!10-26-teensUser86@10-26-teensUser86 MODE #14-19teens +o 10-26-teensUser96,Other
Then what do you like 10-26-teensUser86?,whQuestion
I have no handheld games ,Statement
so true,Other
JOIN,Other
yall wack,Statement
JOIN,Other
JOIN,Other
Playstation!!,Other
I like to watch people play games though,Statement
.ACTION .Liam's .13cute.-ass MP3 player. This is what I'm listening to; ..Soilwork - Like The Average Stalker...,Other
.ACTION this song has been played .13 1 times.. .this song lasts30. minutes/seconds. it's my Music.,Other
love the playstation!,Other
no way. pc games graphics rule,Statement
woot for the PS series,Statement
pc is lacking as a gaming platform.,Statement
JOIN,Other
JOIN,Other
but there are some good games for it.,Statement
JOIN,Other
very true,Other
PART,Other
Have any of you guys heard of gamefly?,ynQuestion
PART,Other
what up doe,whQuestion
i have!,Other
yeah,Other
dont know much about it though,Statement
"there are always bugs and glitches, it might not work on your hardware.. blah blah blah",Statement
pc just wasn't made for gaming.,Statement
JOIN,Other
thats true ,Other
nothing like just turning your ps2 on and playing.,Statement
its sort of like netflix but for video games,Statement
PART,Other
oh yea i member now,Statement
i second that 10-26-teensUser98,Other
i third it,Other
remember what?,whQuestion
game fly,Statement
I have no idea what you're talking about,Statement
JOIN,Other
PART,Other
haha,Other
JOIN,Other
its ok 10-26-teensUser66,Statement
i fourth even though i don't know what your talking about,Statement
hey that dude  i was just talking to that said that he bet i had a nice accent im me ok i got to ask you something,Statement
PART,Other
PART,Other
I'm technologically impared,Statement
You guys should definately check it out because ontop of the video games kellogs is giving out free 30 day gamefly subscriptions,Statement
JOIN,Other
"I can't even work the DVD player, too complicated",Statement
PART,Other
PART,Other
"I just got Ico, it's kickass.",Statement
great puzzles.,Statement
so basically for 30 days you can rent out as many games as you want for free and for any console,Statement
you sound like my mom 10-26-teensUser66,Statement
wow that sucks for you,Statement
shes the same way,Statement
I'm a huge video game nerd.,Statement
It's sad I know,Statement
no doubt.,Other
hey people who talk to me. i shall return in a bit,Other
I make girls watch as I play video games.,Statement
PART,Other
At least I can used computers,Statement
could be worse,Statement
JOIN,Other
*use,Other
always gets them worked up.,Statement
I like video games to but i have a really hard time finding good games,Statement
"it's like foreplay, making a girl watch you own in a video game.",Statement
JOIN,Other
I love watching people play games ,Statement
oh but not really,Other
JOIN,Other
i hate it. its so boring,Statement
.. exactly.,Other
id rather be playing,Statement
10-26-teensUser66 are you a girl?,ynQuestion
"like Silent Hill, Clock Tower and Resident Evil",Statement
well co-op is the best.,Statement
It's like watching a movie for me,Statement
10-26-teensUser86 thats why something like gamefly is so good because you can actually play a full game without buying it,Statement
JOIN,Other
PART,Other
JOIN,Other
"Yeah, I'm a girl 10-26-teensUser98 n.n",Other
"to play an atmospheric adventure together, it's great.  I love co op.",Statement
PART,Other
nice 10-26-teensUser66 ,Statement
JOIN,Other
PART,Other
"10-26-teensUser98, i could ask you the saME QUESTION",Statement
Nice what?,whQuestion
JOIN,Other
.ACTION .Mp3. ..(..2Pac - Until The End Of Time .-...)... - S.M.R.<3.,Other
not enough good co-op games around too.,Statement
.ACTION slaps 10-26-teensUser110 around a bit with a large .A.n.a.c.?.n.?.a.,Other
I really must check out game fly then,Statement
nice your a girl,Statement
"you could, 10-26-teensUser85. ",Statement
PART,Other
JOIN,Other
PART,Other
.ACTION pimp slaps 10-26-teensUser108.,Other
JOIN,Other
Niceeeee.,Statement
I hope I'm a girl or people have been lying to me,Statement
like in that South park ep.,Statement
o are you,ynQuestion
PART,Other
Niceeee.,Statement
And lyings wrong,Other
PART,Other
that would suck,Statement
girls pm me please,Statement
lol,Other
18 m nyc,Statement
.ACTION hehehe hahaha hehehe snort snort hahahaha .,Other
The whole world? lol,ynQuestion
I really recomend getting the free subscription if you eat cereals just get a kellogs marked box,Statement
.ACTION .Liam's .13cute.-ass MP3 player. This is what I'm listening to; ..Parkway Drive - the cruise...,Other
.ACTION this song has been played .13 0 times.. .this song lasts56. minutes/seconds. it's my Music.,Other
Lies can be sweet and little.,Statement
JOIN,Other
JOIN,Other
its worth a shot i guess.,Statement
white lies.,Statement
"ask no questions, hear no lies, huh?",ynQuestion
snow white :),Statement
or huge and catastrophic,Statement
JOIN,Other
"what she doesn't know about, can't hurt her.",Statement
right.,Other
What,whQuestion
PART,Other
haaa.,Other
I believe in discretion.,Statement
never mind,Statement
Stop confusting the sick girl,Statement
i don't,Statement
whose the sick girl,whQuestion
JOIN,Other
Me,Statement
JOIN,Other
10-26-teensUser66,Statement
thats what i though,Statement
I have a temp of 102.6 go me lol,Statement
thought*,Other
JOIN,Other
you're so hot 10-26-teensUser66.,Statement
10-26-teensUser119.,Statement
JOIN,Other
JOIN,Other
